id	chr	gene_length
NM_032260	chr2	40260
NM_005054	chr2	63297
NM_033514	chr2	7759
NM_005434	chr2	32194
NM_000272	chr2	82689
NM_207181	chr2	26970
NM_033514	chr2	7759
NM_005054	chr2	63736
NM_032260	chr2	40700
NM_032260	chr2	40651
NM_004336	chr2	40253
NM_018308	chr2	295308
NM_001001696	chr2	15841
NM_001077262	chr1	24421
NM_022662	chr2	115100
NM_006343	chr2	130755
NM_032824	chr2	61817
NM_153214	chr2	49830
NM_032494	chr2	39209
NM_019014	chr2	35796
NM_032309	chr2	4582
NM_005415	chr2	17872
NM_152515	chr2	26741
NM_000575	chr2	11479
NM_000576	chr2	7020
NM_014439	chr2	5909
NM_173202	chr2	5909
NM_173203	chr2	5909
NM_173204	chr2	5909
NM_173205	chr2	3687
NM_019618	chr2	7622
NM_014440	chr2	2171
NM_014438	chr2	30773
NM_173178	chr2	25305
NM_173170	chr2	6102
NM_012275	chr2	5632
NM_173161	chr2	7879
NM_032556	chr2	3531
NM_000577	chr2	16123
NM_173841	chr2	16123
NM_173843	chr2	16123
NM_173842	chr2	6455
NM_012455	chr2	29117
NM_003466	chr2	62924
NM_013951	chr2	62924
NM_013952	chr2	62924
NM_013953	chr2	62924
NM_013992	chr2	62924
NM_172003	chr2	58364
NM_012184	chr2	2250
NM_007082	chr2	16083
NM_013412	chr2	16083
NM_025181	chr2	42468
NM_005721	chr2	68631
NM_020868	chr2	1402038
NM_001004360	chr2	682205
NM_006773	chr2	17699
NM_019044	chr2	98549
NM_016133	chr2	21547
NM_001426	chr2	5993
NM_006770	chr2	52493
NM_182528	chr2	2644
NM_001008410	chr2	41842
NM_018234	chr2	41842
NM_182915	chr2	41842
NM_001017927	chr2	64510
NM_001029996	chr2	112190
NM_030577	chr2	2940
NM_002830	chr2	217831
NM_020909	chr2	166026
NM_002881	chr2	41870
NM_002193	chr2	5976
NM_005270	chr2	199995
NM_014553	chr2	64242
NM_015282	chr2	311698
NM_032390	chr2	9915
NM_004622	chr2	12306
NM_130773	chr2	889998
NM_138996	chr2	890049
NM_002101	chr2	40562
NM_016815	chr2	40562
NM_139348	chr2	59258
NM_004305	chr2	59256
NM_139343	chr2	59256
NM_139344	chr2	59256
NM_139345	chr2	59256
NM_139346	chr2	59256
NM_139347	chr2	59256
NM_139349	chr2	59256
NM_139350	chr2	59256
NM_139351	chr2	59256
NM_001001665	chr2	21928
NM_000122	chr2	36887
NM_006609	chr2	38632
NM_017969	chr2	45655
NM_017980	chr2	26111
NM_005291	chr2	6466
NM_032740	chr2	2809
NM_018383	chr2	106938
NM_001006623	chr2	75784
NM_001006622	chr2	46704
NM_004805	chr2	11470
NM_031445	chr2	23229
NM_024545	chr2	86071
NM_001025777	chr2	100200
NM_020120	chr2	100091
NM_004807	chr2	51221
NM_207310	chr2	5770
NM_025029	chr2	8597
NM_207312	chr2	6714
NM_032357	chr2	4107
NM_033416	chr2	3709
NM_014369	chr2	18526
NM_032545	chr2	6748
NM_032545	chr2	6748
NM_207364	chr2	1187
NM_152698	chr2	9547
NM_015320	chr2	130613
NM_032995	chr2	130613
NM_017958	chr2	42462
NM_001031706	chr2	248357
NM_001004054	chr2	45241
NM_001005359	chr2	45241
NM_001005364	chr2	45241
NM_080386	chr2	6811
NM_138770	chr2	5746
NM_001017421	chr2	1401
NM_013310	chr2	44914
NM_214461	chr2	6701
NM_001001697	chr2	15143
NM_001508	chr2	228563
NM_207481	chr2	643542
NM_002410	chr2	197301
NM_030923	chr2	263010
NM_001241	chr2	38192
NM_058241	chr2	38192
NM_001018046	chr2	59976
NM_025052	chr2	59976
NM_012233	chr2	117692
NM_032143	chr2	331231
NM_015361	chr2	193754
NM_002299	chr2	49336
NM_005915	chr2	36808
NM_001349	chr2	78969
NM_001008540	chr2	1894
NM_003467	chr2	3806
NM_001024074	chr2	3206
NM_001024075	chr2	17440
NM_006895	chr2	52126
NM_001001664	chr2	71430
NM_007226	chr2	109361
NM_001040143	chr2	96536
NM_018441	chr2	43398
NM_001032998	chr2	111910
NM_003937	chr2	164690
NM_018460	chr2	638958
NM_024659	chr2	386448
NM_001006636	chr2	348478
NM_014795	chr2	132333
NM_001616	chr2	85823
NM_002552	chr2	86587
NM_181741	chr2	86587
NM_181742	chr2	87404
NM_018328	chr2	55005
NM_015630	chr2	142563
NM_177964	chr2	176792
NM_194317	chr2	143025
NM_015702	chr2	18120
NM_153041	chr2	91686
NM_005168	chr2	19472
NM_198557	chr2	12468
NM_004688	chr2	19390
NM_007115	chr2	22455
NM_018151	chr2	65991
NM_079422	chr2	13471
NM_079420	chr2	25027
NM_001037174	chr2	27530
NM_012097	chr2	27530
NM_177985	chr2	27530
NM_001005747	chr2	136312
NM_001005746	chr2	261077
NM_000726	chr2	261402
NM_005843	chr2	57400
NM_001079818	chr2	78868
NM_001040709	chr1	15664
NM_021097	chr2	318158
NM_152522	chr2	42294
NM_019845	chr2	1471
NM_052917	chr2	509478
NM_002239	chr2	157922
NM_006186	chr2	8250
NM_173171	chr2	8250
NM_173172	chr2	8250
NM_173173	chr2	8250
NM_000408	chr2	146997
NM_014568	chr2	53573
NM_020711	chr2	7291
NM_001009959	chr2	9021
NM_004288	chr2	29473
NM_145259	chr2	96491
NM_001105	chr2	101830
NM_173355	chr2	140787
NM_138803	chr2	284736
NM_001005476	chr2	224463
NM_003628	chr2	224463
NM_001017920	chr2	20654
NM_033394	chr2	264023
NM_152528	chr2	50752
NM_006256	chr1	152016
NM_022826	chr2	56074
NM_014880	chr2	29390
NM_002349	chr2	101372
NM_007366	chr2	121110
NM_001007267	chr2	116795
NM_000888	chr2	98357
NM_002897	chr2	219791
NM_016836	chr2	219791
NM_016839	chr2	219791
NM_133484	chr2	68025
NM_004180	chr2	99217
NM_005805	chr2	102987
NM_006593	chr2	8954
NM_022058	chr2	359298
NM_001935	chr2	82296
NM_002054	chr2	9369
NM_004460	chr2	72844
NM_022168	chr2	51450
NM_012198	chr2	16980
NM_033272	chr2	467324
NM_173162	chr2	415482
NM_018086	chr2	128396
NM_004490	chr2	129028
NM_014900	chr2	156669
NM_173512	chr2	57224
NM_006922	chr2	116514
NM_024969	chr2	108314
NM_004482	chr2	23887
NM_002977	chr2	113507
NM_020981	chr2	52185
NM_203463	chr2	318318
NM_052946	chr2	62458
NM_020675	chr2	19543
NM_021176	chr2	6748
NM_003742	chr2	108385
NM_005771	chr2	31379
NM_199204	chr2	29133
NM_004525	chr2	234153
NM_152384	chr2	27159
NM_006063	chr2	16561
NM_024622	chr2	44055
NM_004792	chr2	53398
NM_001008489	chr2	7242
NM_144711	chr2	55438
NM_003142	chr2	13181
NM_172070	chr2	134336
NM_138995	chr2	476329
NM_001013712	chr2	2117
NM_001003845	chr2	2637
NM_013445	chr2	26069
NM_000817	chr2	44458
NM_015530	chr2	37929
NM_012290	chr2	168391
NM_024770	chr2	110859
NM_024843	chr2	35651
NM_001378	chr2	60938
NM_003705	chr2	109853
NM_001033085	chr2	69642
NM_003642	chr2	69642
NM_199227	chr2	80783
NM_001038493	chr2	4192
NM_178120	chr2	4192
NM_004405	chr2	3312
NM_002610	chr2	43082
NM_007023	chr2	317009
NM_133646	chr2	151307
NM_016653	chr2	192172
NM_031942	chr2	14158
NM_145810	chr2	14158
NM_001017371	chr2	55689
NM_003111	chr2	56805
NM_001011708	chr2	176190
NM_013341	chr2	176190
NM_001005303	chr2	3129
NM_004882	chr2	47564
NM_024583	chr2	33261
NM_001033045	chr2	55436
NM_152529	chr2	55436
NM_000079	chr2	16858
NM_001039523	chr2	16858
NM_001025201	chr2	206024
NM_001822	chr2	206024
NM_001880	chr2	93890
NM_001689	chr2	5485
NM_030650	chr2	76609
NM_021193	chr2	959
NM_021192	chr2	2231
NM_002148	chr2	3178
NM_014213	chr2	2437
NM_019558	chr2	2250
NM_014621	chr2	1835
NM_006898	chr2	9022
NM_024501	chr2	2329
NM_001006635	chr2	68615
NM_006554	chr2	68615
NM_006164	chr2	34379
NM_003659	chr2	146679
NM_152517	chr2	2270
NM_152275	chr2	4668
NM_032523	chr2	201500
NM_145739	chr2	75903
NM_003690	chr2	19715
NM_181342	chr2	13298
NM_019091	chr2	24582
NM_133437	chr2	281430
NM_001042548	chr2	45932
NM_005102	chr2	45932
NM_014709	chr2	283259
NM_015120	chr2	224161
NM_003319	chr2	281430
NM_018489	chr1	227272
NM_203454	chr1	7031
NM_000069	chr1	73053
NM_001042549	chr1	65644
NM_015471	chr1	65644
NM_001042552	chr1	24783
NM_001042553	chr1	24783
NM_006642	chr1	244073
NM_173648	chr2	49187
NM_178123	chr2	155716
NM_152520	chr2	419348
NM_020943	chr2	62242
NM_182678	chr2	83039
NM_006357	chr2	82809
NM_000885	chr2	80848
NM_201548	chr2	120346
NM_001030311	chr2	118823
NM_001030312	chr2	118823
NM_001030313	chr2	118823
NM_001030314	chr2	118823
NM_001030315	chr2	118823
NM_006751	chr2	38780
NM_005019	chr2	380071
NM_001003683	chr2	354805
NM_018981	chr2	62257
NM_001463	chr2	32762
NM_013436	chr2	113624
NM_205842	chr2	113624
NM_080876	chr2	21234
NM_001008544	chr2	37325
NM_138285	chr2	37325
NM_194250	chr2	341120
NM_173651	chr2	21010
NM_002210	chr2	90828
NM_001077447	chr1	3913
NM_024664	chr1	3913
NM_182521	chr2	21691
NM_016315	chr2	303261
NM_052952	chr2	56367
NM_000393	chr2	147964
NM_032168	chr2	34106
NM_014585	chr2	20296
NM_019048	chr2	9410
NM_016467	chr2	12383
NM_000534	chr2	93245
NM_005259	chr2	7029
NM_014362	chr2	115200
NM_198047	chr2	115200
NM_002194	chr2	27873
NM_017694	chr2	66103
NM_005966	chr2	43644
NM_014905	chr2	84664
NM_007315	chr2	45060
NM_139266	chr2	38672
NM_003151	chr2	121620
NM_012223	chr2	179913
NM_001031716	chr2	8402
NM_004657	chr2	12939
NM_016192	chr2	244896
NM_020342	chr2	80480
NM_018897	chr2	331104
NM_004226	chr2	34418
NM_020760	chr2	393359
NM_012086	chr2	35326
NM_213608	chr2	4992
NM_024989	chr2	93726
NM_153697	chr2	203513
NM_012433	chr2	43072
NM_001005526	chr2	16249
NM_025147	chr2	21621
NM_002156	chr2	13331
NM_199440	chr2	13689
NM_002157	chr2	3052
NM_199482	chr2	37018
NM_015387	chr2	36567
NM_144629	chr2	105057
NM_138395	chr2	3027
NM_033030	chr2	58464
NM_197970	chr2	59328
NM_006226	chr2	181749
NM_015265	chr2	190978
NM_153031	chr2	7040
NM_153689	chr2	16966
NM_001039693	chr2	26589
NM_024520	chr2	8792
NM_015535	chr2	172457
NM_152387	chr2	21107
NM_152524	chr2	57559
NM_001159	chr2	85485
NM_014670	chr2	11913
NM_001024646	chr2	11690
NM_004071	chr2	11690
NM_130906	chr2	18105
NM_032472	chr2	18170
NM_131916	chr2	18320
NM_021824	chr2	14508
NM_006190	chr2	53516
NM_173822	chr2	92606
NM_002491	chr2	13931
NM_003879	chr2	48112
NM_025112	chr3	38318
NM_001854	chr1	232029
NM_033358	chr2	48473
NM_139163	chr2	63183
NM_015049	chr2	74324
NM_018571	chr2	29059
NM_001042663	chr1	31333
NM_006492	chr1	10325
NM_003607	chr1	328260
NM_033066	chr2	53798
NM_020919	chr2	80462
NM_139158	chr2	87066
NM_003507	chr2	3851
NM_001005781	chr2	32420
NM_001005782	chr2	32420
NM_003352	chr2	32420
NM_015934	chr2	37868
NM_001204	chr2	190803
NM_173511	chr2	134269
NM_018256	chr2	31065
NM_020674	chr2	58548
NM_177538	chr2	58548
NM_213589	chr2	101518
NM_203365	chr2	93865
NM_025252	chr2	90703
NM_006139	chr2	31359
NM_001037631	chr2	6175
NM_005214	chr2	6175
NM_012092	chr2	24794
NM_201264	chr2	61198
NM_018534	chr2	94656
NM_201267	chr2	94656
NM_003872	chr2	115633
NM_201266	chr2	115633
NM_201279	chr2	115633
NM_017759	chr2	82341
NM_005006	chr2	36384
NM_001037663	chr2	3336
NM_001959	chr2	3336
NM_021121	chr2	3336
NM_005279	chr2	38106
NM_003812	chr2	174310
NM_014929	chr2	25863
NM_173077	chr2	29835
NM_003709	chr2	85086
NM_004379	chr2	68876
NM_134442	chr2	68876
NM_145280	chr2	12856
NM_152523	chr2	42926
NM_000096	chr3	49296
NM_006891	chr2	2882
NM_020989	chr2	1765
NM_005210	chr2	3583
NM_014617	chr2	2924
NM_005896	chr2	18853
NM_001002881	chr2	92484
NM_005048	chr2	87669
NM_001039538	chr2	310064
NM_002374	chr2	154432
NM_031845	chr2	154432
NM_031847	chr2	154432
NM_182587	chr2	24555
NM_006916	chr2	18599
NM_199229	chr2	18909
NM_152519	chr2	150615
NM_001608	chr2	37430
NM_001009955	chr1	179897
NM_006055	chr2	45456
NM_001875	chr2	122492
NM_001025436	chr2	33585
NM_024532	chr2	1126109
NM_000465	chr2	81090
NM_015657	chr2	100544
NM_173076	chr2	206885
NM_004044	chr2	37642
NM_002026	chr2	75611
NM_212474	chr2	75611
NM_212475	chr2	75611
NM_212476	chr2	75611
NM_212478	chr2	75611
NM_212482	chr2	75611
NM_054034	chr2	21407
NM_181042	chr3	134347
NM_138390	chr2	20853
NM_021141	chr2	96872
NM_020814	chr2	114162
NM_014140	chr2	69195
NM_000998	chr2	2667
NM_000597	chr2	31030
NM_000599	chr2	23443
NM_003284	chr2	599
NM_022648	chr2	141250
NM_198483	chr2	55593
NM_001557	chr2	11230
NM_000634	chr2	4147
NM_152862	chr2	37197
NM_005731	chr2	36951
NM_001040653	chr3	17092
NM_022152	chr2	18364
NM_198559	chr2	11238
NM_000578	chr2	14865
NM_021198	chr2	6186
NM_182642	chr2	4335
NM_007127	chr2	25762
NM_020935	chr2	118076
NM_005444	chr2	25321
NM_032726	chr2	29273
NM_005081	chr2	21714
NM_022453	chr2	8194
NM_015690	chr2	30628
NM_014640	chr2	43766
NM_000784	chr2	33311
NM_017431	chr2	9407
NM_006522	chr2	14409
NM_025216	chr2	13397
NM_003936	chr2	2479
NM_017521	chr2	4571
NM_005209	chr2	3210
NM_057093	chr2	3216
NM_057094	chr2	3216
NM_194302	chr2	38670
NM_152389	chr2	7832
NM_024782	chr2	85476
NM_144712	chr2	8526
NM_015680	chr2	5068
NM_024293	chr2	5259
NM_138802	chr2	2832
NM_005689	chr2	9179
NM_024506	chr2	8627
NM_001008910	chr2	3437
NM_003691	chr2	3405
NM_006000	chr2	3638
NM_001039550	chr2	7583
NM_006736	chr2	7583
NM_002846	chr2	19797
NM_001007089	chr2	5217
NM_012100	chr2	13713
NM_001927	chr2	8361
NM_013335	chr2	8098
NM_205847	chr2	8082
NM_018674	chr2	24437
NM_182847	chr2	24437
NM_024536	chr2	4761
NM_001005209	chr2	6571
NM_002191	chr2	3474
NM_201574	chr2	14406
NM_005070	chr2	13981
NM_004438	chr2	154262
NM_181457	chr2	99094
NM_181458	chr2	99094
NM_181459	chr2	99094
NM_181460	chr2	99094
NM_181461	chr2	97650
NM_000438	chr2	5352
NM_013942	chr2	5352
NM_153038	chr2	7071
NM_152386	chr2	134295
NM_058165	chr2	38193
NM_004457	chr2	82387
NM_203372	chr2	82387
NM_080671	chr2	1702
NM_003469	chr2	5462
NM_001039569	chr2	82272
NM_020830	chr2	69987
NM_022915	chr2	10291
NM_006216	chr2	64116
NM_024785	chr2	23296
NM_003590	chr2	115246
NM_014689	chr2	69106
NM_005544	chr2	64538
NM_032276	chr2	160819
NM_007287	chr3	103814
NM_007288	chr3	103566
NM_000091	chr2	150227
NM_031362	chr2	150227
NM_031365	chr2	150227
NM_031366	chr2	150227
NM_020194	chr2	30320
NM_024795	chr2	17141
NM_004504	chr2	85259
NM_020161	chr2	23083
NM_004591	chr2	3681
NM_178821	chr2	52700
NM_030623	chr2	201668
NM_017933	chr2	247292
NM_004238	chr2	154726
NM_152527	chr2	33920
NM_004509	chr2	51036
NM_080424	chr2	51036
NM_004510	chr2	43499
NM_001005176	chr2	13344
NM_007237	chr2	87485
NM_138402	chr2	61661
NM_016289	chr2	108118
NM_001012514	chr2	14342
NM_001012516	chr2	14342
NM_030926	chr2	14342
NM_002807	chr2	115865
NM_000867	chr2	16870
NM_025139	chr2	146532
NM_145236	chr2	3350
NM_005381	chr2	9746
NM_173513	chr2	5914
NM_006056	chr2	7332
NM_152614	chr2	1381
NM_002823	chr2	5014
NM_002601	chr2	48828
NM_022730	chr2	22273
NM_024409	chr2	825
NM_152383	chr2	375293
NM_031313	chr2	3865
NM_001631	chr2	3876
NM_004826	chr2	7995
NM_000751	chr2	9283
NM_005199	chr2	6602
NM_145702	chr2	2448
NM_004846	chr2	18563
NM_025202	chr2	49162
NM_015575	chr2	161278
NM_002242	chr2	10101
NM_206895	chr2	6114
NM_019850	chr2	134520
NM_005383	chr2	2385
NM_001017915	chr2	148008
NM_005541	chr2	148008
NM_198890	chr2	44013
NM_152879	chr2	117591
NM_003648	chr2	83944
NM_001285	chr1	31447
NM_019076	chr2	155655
NM_019075	chr2	136827
NM_021027	chr2	101406
NM_019077	chr2	91362
NM_205862	chr2	81625
NM_001072	chr2	80391
NM_019078	chr2	60308
NM_007120	chr2	54508
NM_019093	chr2	44173
NM_001001394	chr2	1266
NM_000463	chr2	13027
NM_018410	chr2	17726
NM_006944	chr2	26431
NM_005737	chr2	4006
NM_014521	chr2	103729
NM_001037131	chr2	631379
NM_014914	chr2	631379
NM_001485	chr2	2346
NM_212556	chr2	48164
NM_024726	chr2	183297
NM_006710	chr2	13404
NM_198189	chr2	13404
NM_004369	chr2	90159
NM_057164	chr2	90159
NM_057165	chr2	90159
NM_057166	chr2	90159
NM_057167	chr2	90159
NM_005356	chr1	34926
NM_015893	chr2	601
NM_022449	chr2	16772
NM_004735	chr2	72977
NM_005855	chr2	52567
NM_080678	chr2	74977
NM_016510	chr2	38374
NM_194312	chr2	32902
NM_198582	chr2	12131
NM_001024676	chr2	3103
NM_030768	chr2	33281
NM_176799	chr2	33281
NM_018645	chr2	1761
NM_022817	chr2	44407
NM_003894	chr2	26628
NM_015650	chr2	78715
NM_001001698	chr2	6968
NM_006037	chr2	352262
NM_207483	chr2	7794
NM_004544	chr2	64641
NM_001005853	chr2	938
NM_173351	chr2	995
NM_138336	chr2	9785
NM_148961	chr2	1627
NM_002081	chr2	32378
NM_016552	chr2	78567
NM_017844	chr2	78567
NM_001033575	chr2	3960
NM_018226	chr2	10038
NM_021251	chr2	12376
NM_023083	chr2	12376
NM_023085	chr2	12376
NM_023089	chr2	30971
NM_005301	chr2	1875
NM_198998	chr2	6638
NM_004321	chr2	106440
NM_000030	chr2	10376
NM_024861	chr2	5987
NM_182501	chr2	15215
NM_015148	chr2	43364
NM_002712	chr2	32538
NM_001001666	chr2	7657
NM_001001891	chr2	36047
NM_203346	chr2	44108
NM_005336	chr2	87092
NM_001008491	chr2	38717
NM_006155	chr2	38717
NM_001008492	chr2	38159
NM_004404	chr2	38159
NM_014808	chr2	138545
NM_006374	chr2	13602
NM_032515	chr2	15360
NM_015963	chr2	52835
NM_013325	chr2	36238
NM_178326	chr2	36238
NM_012145	chr2	11071
NM_032329	chr2	27435
NM_080741	chr2	6662
NM_005018	chr2	9021
NM_173821	chr2	4094
NM_000648	chr3	5791
NM_000647	chr3	7064
NM_001032281	chr2	75913
NM_025063	chr1	63309
NM_001077704	chr1	56428
NM_033355	chr2	54269
NM_001042771	chr1	12054
NM_001077473	chr1	8543
NM_001077474	chr1	8543
NM_001077475	chr1	8543
NM_001077476	chr1	8543
NM_004565	chr1	155811
NM_152232	chr1	20063
NM_001077479	chr1	8543
NM_001077471	chr1	8543
NM_001077472	chr1	8543
NM_001077470	chr1	8543
NM_152396	chr3	17666
NM_144708	chr2	69941
NM_001765	chr1	5001
NM_001764	chr1	3580
NM_198461	chr2	36117
NM_018557	chr2	1900275
NM_001032392	chr2	11382
NM_002665	chr2	11386
NM_014810	chr1	160107
NM_005272	chr1	9816
NM_004559	chr1	19952
NM_001080426	chr1	34316
NM_001048197	chr1	33112
NM_000929	chr1	21693
NM_006614	chr3	212446
NM_014461	chr3	310649
NM_175607	chr3	957398
NM_175613	chr3	164119
NM_175612	chr3	18337
NM_000564	chr3	40609
NM_175726	chr3	40609
NM_175725	chr3	20175
NM_175728	chr3	20175
NM_175724	chr3	18538
NM_175727	chr3	18538
NM_182916	chr3	22069
NM_016000	chr3	23876
NM_016302	chr3	29693
NM_020873	chr3	47751
NM_006515	chr3	13878
NM_182760	chr3	106125
NM_002222	chr3	353944
NM_003670	chr3	5654
NM_018184	chr3	58670
NM_014674	chr3	32210
NM_181875	chr3	833212
NM_000844	chr3	880291
NM_181874	chr3	880291
NM_014583	chr3	66295
NM_013343	chr3	1672
NM_015931	chr3	32417
NM_001234	chr3	12955
NM_033337	chr3	12955
NM_000916	chr3	19204
NM_020165	chr3	83586
NM_001033116	chr3	269034
NM_001033117	chr3	269034
NM_014850	chr3	269034
NM_015453	chr3	22677
NM_001077477	chr1	8543
NM_153635	chr3	26082
NM_001003694	chr3	16264
NM_004634	chr3	16264
NM_002542	chr3	8383
NM_016819	chr3	8383
NM_016820	chr3	8383
NM_016826	chr3	16658
NM_016827	chr3	16658
NM_016828	chr3	16658
NM_016829	chr3	16658
NM_016821	chr3	16682
NM_003656	chr3	12629
NM_006354	chr3	12767
NM_133480	chr3	9608
NM_001024959	chr3	14563
NM_001024960	chr3	14563
NM_005718	chr3	14563
NM_173659	chr3	6143
NM_022094	chr3	12342
NM_032492	chr3	3758
NM_153483	chr3	13780
NM_153480	chr3	13571
NM_153481	chr3	13571
NM_153460	chr3	16532
NM_153461	chr3	16532
NM_134426	chr3	9771
NM_032144	chr2	3077
NM_177454	chr2	69722
NM_207351	chr3	6833
NM_018447	chr3	22886
NM_001008737	chr3	4678
NM_033084	chr3	73231
NM_001018115	chr3	75502
NM_173472	chr3	26911
NM_018462	chr3	11541
NM_000551	chr3	10426
NM_198156	chr3	10426
NM_001570	chr3	78865
NM_014760	chr3	32305
NM_001039102	chr3	1327
NM_016362	chr3	4976
NM_183352	chr3	20239
NM_001001331	chr3	123802
NM_001683	chr3	123802
NM_014229	chr3	122228
NM_003042	chr3	46479
NM_000861	chr3	10016
NM_006395	chr3	282455
NM_014667	chr3	164494
NM_138807	chr3	56433
NM_183372	chr1	35759
NM_003256	chr3	6075
NM_025265	chr3	48784
NM_014160	chr3	26615
NM_002880	chr3	80571
NM_018306	chr3	25417
NM_001007074	chr3	5505
NM_000994	chr3	6637
NM_001007073	chr3	6637
NM_014869	chr3	69587
NM_024923	chr3	104073
NM_024827	chr3	25011
NM_001004019	chr3	89298
NM_001998	chr3	89298
NM_004625	chr3	61537
NM_144636	chr3	12740
NM_024334	chr3	18635
NM_004628	chr3	33493
NM_014463	chr3	19500
NM_003043	chr3	86750
NM_032137	chr3	97887
NM_152536	chr3	115090
NM_003298	chr3	101543
NM_022497	chr3	16797
NM_022340	chr3	29076
NM_014296	chr3	46690
NM_000644	chr1	73535
NM_000643	chr1	73535
NM_000028	chr1	73535
NM_000060	chr3	44070
NM_015199	chr3	192308
NM_054110	chr3	53992
NM_206831	chr3	4396
NM_138381	chr3	40880
NM_015150	chr3	197870
NM_001351	chr3	18704
NM_015184	chr3	157504
NM_014744	chr3	582501
NM_002971	chr3	75906
NM_144633	chr3	387119
NM_144715	chr3	54705
NM_004162	chr3	37885
NM_003884	chr3	114371
NM_001012410	chr3	25598
NM_001012412	chr3	25598
NM_138484	chr3	25598
NM_001012409	chr3	15701
NM_001012411	chr3	15701
NM_001012413	chr3	15701
NM_024697	chr3	330148
NM_152653	chr3	387263
NM_003341	chr3	85364
NM_182666	chr3	85364
NM_020345	chr3	24966
NM_002948	chr3	3692
NM_005126	chr3	34431
NM_000461	chr3	376608
NM_000965	chr3	169667
NM_016152	chr3	169667
NM_001068	chr3	66314
NM_018297	chr3	64148
NM_017897	chr3	4454
NM_052953	chr3	87964
NM_001031741	chr3	105572
NM_152534	chr3	129228
NM_003615	chr3	84032
NM_005442	chr3	5899
NM_182523	chr3	78138
NM_022461	chr3	26490
NM_014483	chr3	709866
NM_001003792	chr3	723677
NM_001003793	chr3	723677
NM_001024847	chr3	87638
NM_003242	chr3	87638
NM_207359	chr3	124646
NM_178862	chr3	103064
NM_017784	chr3	320921
NM_015141	chr3	62053
NM_178868	chr3	131641
NM_138410	chr3	63171
NM_181472	chr3	63171
NM_017801	chr3	21600
NM_016141	chr3	44874
NM_015442	chr3	88657
NM_001039111	chr3	74261
NM_005508	chr3	3338
NM_006371	chr3	33786
NM_012157	chr3	109184
NM_014517	chr3	52040
NM_015097	chr3	222111
NM_013374	chr3	71638
NM_016300	chr3	152139
NM_001025068	chr3	6262
NM_001025069	chr3	6262
NM_198399	chr3	4949
NM_003149	chr3	167400
NM_014805	chr3	5565
NM_000249	chr3	57357
NM_017724	chr3	121584
NM_006309	chr3	120878
NM_002078	chr3	123504
NM_178339	chr3	36333
NM_178342	chr3	18803
NM_002207	chr3	367467
NM_001008392	chr3	122291
NM_005808	chr3	122291
NM_017877	chr2	16958
NM_001607	chr3	14409
NM_005109	chr3	89953
NM_004256	chr3	12476
NM_004803	chr3	12639
NM_005108	chr3	68228
NM_138621	chr2	47532
NM_000523	chr2	3135
NM_005107	chr3	28347
NM_207396	chr1	15171
NM_020839	chr3	44373
NM_031899	chr3	11040
NM_145755	chr3	31196
NM_033027	chr3	11755
NM_194293	chr3	9371
NM_001337	chr3	16542
NM_005201	chr3	4859
NM_017875	chr3	13880
NM_002295	chr3	5827
NM_001012321	chr3	4920
NM_015460	chr3	450502
NM_005875	chr3	2741
NM_001248	chr3	41417
NM_003973	chr3	5058
NM_001034996	chr3	5029
NM_173656	chr3	11241
NM_175888	chr3	11509
NM_198484	chr3	14540
NM_001904	chr3	40923
NM_000729	chr3	7078
NM_144634	chr3	13491
NM_004624	chr3	34943
NM_004206	chr3	33956
NM_032970	chr3	29033
NM_001012651	chr3	48086
NM_005385	chr3	48086
NM_145166	chr3	8199
NM_152393	chr3	6928
NM_020707	chr3	8858
NM_144719	chr3	64863
NM_014056	chr3	20199
NM_001296	chr3	57799
NM_004391	chr3	3949
NM_207404	chr3	11731
NM_032806	chr3	26837
NM_017719	chr3	64535
NM_016006	chr3	27917
NM_001029840	chr3	21656
NM_001029839	chr3	21265
NM_173826	chr3	70672
NM_181489	chr3	36739
NM_018651	chr3	16937
NM_025169	chr3	28259
NM_173658	chr3	11102
NM_006991	chr3	20240
NM_001024855	chr3	23452
NM_003420	chr3	12050
NM_033210	chr3	11184
NM_145044	chr3	7452
NM_020696	chr3	8626
NM_020242	chr3	91459
NM_144638	chr3	3745
NM_003241	chr3	39967
NM_016598	chr3	50954
NM_015004	chr3	35199
NM_003278	chr3	9793
NM_022842	chr3	64145
NM_178181	chr3	36182
NM_015340	chr3	160254
NM_014016	chr3	55958
NM_020208	chr3	41015
NM_022405	chr3	41015
NM_020347	chr3	18176
NM_031200	chr3	16649
NM_006641	chr3	16616
NM_024513	chr3	77905
NM_006564	chr3	4873
NM_001024644	chr3	6688
NM_005283	chr3	6688
NM_001295	chr3	6633
NM_001837	chr3	24475
NM_178329	chr3	24475
NM_003965	chr3	2293
NM_002343	chr3	28899
NM_031440	chr3	2955
NM_024512	chr3	50902
NM_024750	chr3	61701
NM_003212	chr3	4738
NM_182775	chr3	8221
NM_147129	chr3	24493
NM_147196	chr3	9379
NM_013270	chr3	5754
NM_199183	chr3	2405
NM_182702	chr3	3692
NM_000316	chr3	26051
NM_144716	chr3	55019
NM_014159	chr3	107834
NM_182902	chr3	54204
NM_022342	chr3	54152
NM_182903	chr3	42988
NM_025010	chr3	63866
NM_012235	chr3	62262
NM_001031703	chr3	18070
NM_006574	chr3	16461
NM_003074	chr3	196020
NM_014966	chr3	47032
NM_138615	chr3	47032
